date,amount,category,entity,currency,gl_code,cost_center,source_file
2023-05-10,2075.81,SaaS,HUBSPOT,USD,GL-8278,CC-63,mock_enterprise_spend.csv
2023-05-10,36665.29,Cloud Infrastructure,DATADOG,USD,GL-8548,CC-79,mock_enterprise_spend.csv
2023-05-10,14064.97,Legal,SKADDEN,USD,GL-9750,CC-66,mock_enterprise_spend.csv
2023-05-10,4152.97,Office Supplies,OFFICE DEPOT,USD,GL-2570,CC-89,mock_enterprise_spend.csv
2023-05-11,214.29,Travel & Expenses,HILTON,USD,GL-8103,CC-23,mock_enterprise_spend.csv
2023-05-11,2727.48,Travel & Expenses,MARRIOTT,USD,GL-6529,CC-15,mock_enterprise_spend.csv
2023-05-11,21764.62,Cloud Infrastructure,AWS,USD,GL-1257,CC-28,mock_enterprise_spend.csv
2023-05-11,46072.93,Marketing,LINKEDIN ADS,USD,GL-9250,CC-97,mock_enterprise_spend.csv
2023-05-11,329.06,Travel & Expenses,MARRIOTT,USD,GL-9169,CC-79,mock_enterprise_spend.csv
2023-05-11,10999.34,Cloud Infrastructure,SNOWFLAKE,USD,GL-8069,CC-60,mock_enterprise_spend.csv
2023-05-12,25629.22,Marketing,MARKETO,USD,GL-9776,CC-11,mock_enterprise_spend.csv
2023-05-12,229436.76,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-6966,CC-75,mock_enterprise_spend.csv
2023-05-12,23189.91,Legal,COOLEY,USD,GL-3833,CC-91,mock_enterprise_spend.csv
2023-05-12,1403.7,Travel & Expenses,UNITED,USD,GL-5792,CC-45,mock_enterprise_spend.csv
2023-05-12,167427.22,Payroll,GUSTO,USD,GL-7015,CC-73,mock_enterprise_spend.csv
2023-05-13,21271.71,Professional Services,ACCENTURE,USD,GL-1530,CC-40,mock_enterprise_spend.csv
2023-05-13,2743.91,SaaS,GTLAB,USD,GL-9084,CC-36,mock_enterprise_spend.csv
2023-05-13,3648.74,Office Supplies,OFFICE DEPOT,USD,GL-7715,CC-10,mock_enterprise_spend.csv
2023-05-13,4096.67,Payroll,PAYCHEX,USD,GL-1468,CC-70,mock_enterprise_spend.csv
2023-05-13,20807.29,Professional Services,KPMG,USD,GL-4129,CC-58,mock_enterprise_spend.csv
2023-05-13,25196.89,Marketing,MARKETO,USD,GL-1329,CC-31,mock_enterprise_spend.csv
2023-05-14,32676.48,Marketing,GOOGLE ADS,USD,GL-3404,CC-87,mock_enterprise_spend.csv
2023-05-14,7840.05,Cloud Infrastructure,AWS,USD,GL-2910,CC-20,mock_enterprise_spend.csv
2023-05-14,18170.11,Professional Services,MCKINSEY,USD,GL-1834,CC-58,mock_enterprise_spend.csv
2023-05-14,24446.06,Marketing,MARKETO,USD,GL-4213,CC-73,mock_enterprise_spend.csv
2023-05-14,3738.81,Office Supplies,STAPLES,USD,GL-1683,CC-42,mock_enterprise_spend.csv
2023-05-14,510.44,Logistics,RYDER,USD,GL-9648,CC-64,mock_enterprise_spend.csv
2023-05-14,34745.56,Legal,WILSON SONSINI,USD,GL-4060,CC-58,mock_enterprise_spend.csv
2023-05-14,10518.95,Professional Services,KPMG,USD,GL-9812,CC-60,mock_enterprise_spend.csv
2023-05-14,9251.97,Professional Services,KPMG,USD,GL-7085,CC-52,mock_enterprise_spend.csv
2023-05-15,21894.59,Legal,WILSON SONSINI,USD,GL-9004,CC-18,mock_enterprise_spend.csv
2023-05-15,1478.77,Marketing,MARKETO,USD,GL-1750,CC-95,mock_enterprise_spend.csv
2023-05-15,33687.86,Legal,COOLEY,USD,GL-9632,CC-32,mock_enterprise_spend.csv
2023-05-15,11390.2,Marketing,MAILCHIMP,USD,GL-7366,CC-96,mock_enterprise_spend.csv
2023-05-15,15426.72,Professional Services,EY,USD,GL-5747,CC-60,mock_enterprise_spend.csv
2023-05-15,3265.3,Office Supplies,AMAZON BUSINESS,USD,GL-7250,CC-37,mock_enterprise_spend.csv
2023-05-16,37767.86,Cloud Infrastructure,SNOWFLAKE,USD,GL-5392,CC-90,mock_enterprise_spend.csv
2023-05-16,32159.4,Professional Services,KPMG,USD,GL-2300,CC-17,mock_enterprise_spend.csv
2023-05-16,410.18,Travel & Expenses,MARRIOTT,USD,GL-1372,CC-52,mock_enterprise_spend.csv
2023-05-16,635.18,Logistics,RYDER,USD,GL-1805,CC-31,mock_enterprise_spend.csv
2023-05-16,18483.24,Legal,SKADDEN,USD,GL-5018,CC-38,mock_enterprise_spend.csv
2023-05-16,10124.69,Legal,KIRKLAND & ELLIS,USD,GL-2809,CC-29,mock_enterprise_spend.csv
2023-05-16,3349.28,Logistics,UPS,USD,GL-2645,CC-21,mock_enterprise_spend.csv
2023-05-16,36196.76,Professional Services,PWC,USD,GL-9679,CC-87,mock_enterprise_spend.csv
2023-05-16,799.59,Office Supplies,STAPLES,USD,GL-2644,CC-46,mock_enterprise_spend.csv
2023-05-16,1506.06,Payroll,DEEL,USD,GL-2687,CC-22,mock_enterprise_spend.csv
2023-05-16,2286.11,Logistics,UPS,USD,GL-3264,CC-73,mock_enterprise_spend.csv
2023-05-16,1801.26,Office Supplies,OFFICE DEPOT,USD,GL-4893,CC-97,mock_enterprise_spend.csv
2023-05-17,1112.31,SaaS,WORKDAY,USD,GL-3292,CC-34,mock_enterprise_spend.csv
2023-05-17,10231.61,Professional Services,EY,USD,GL-5299,CC-72,mock_enterprise_spend.csv
2023-05-17,19184.53,Marketing,MAILCHIMP,USD,GL-1785,CC-78,mock_enterprise_spend.csv
2023-05-17,3986.57,Travel & Expenses,UBER,USD,GL-4104,CC-27,mock_enterprise_spend.csv
2023-05-17,178711.08,Payroll,PAYCHEX,USD,GL-5524,CC-43,mock_enterprise_spend.csv
2023-05-17,2789.38,Payroll,RIPPLING,USD,GL-5916,CC-96,mock_enterprise_spend.csv
2023-05-18,25134.23,Marketing,LINKEDIN ADS,USD,GL-5761,CC-15,mock_enterprise_spend.csv
2023-05-18,4320.36,SaaS,DOCUSIGN,USD,GL-3609,CC-41,mock_enterprise_spend.csv
2023-05-18,1498.64,Travel & Expenses,UBER,USD,GL-6071,CC-22,mock_enterprise_spend.csv
2023-05-18,18578.85,Payroll,PAYCHEX,USD,GL-3516,CC-12,mock_enterprise_spend.csv
2023-05-18,1905.61,Office Supplies,STAPLES,USD,GL-7837,CC-40,mock_enterprise_spend.csv
2023-05-18,2811.4,Cloud Infrastructure,AZURE,USD,GL-9137,CC-18,mock_enterprise_spend.csv
2023-05-18,505.73,Office Supplies,AMAZON BUSINESS,USD,GL-5815,CC-88,mock_enterprise_spend.csv
2023-05-19,2598.92,Logistics,FEDEX,USD,GL-6946,CC-89,mock_enterprise_spend.csv
2023-05-19,22128.6,Payroll,GUSTO,USD,GL-8169,CC-24,mock_enterprise_spend.csv
2023-05-19,4578.49,Office Supplies,OFFICE DEPOT,USD,GL-1351,CC-47,mock_enterprise_spend.csv
2023-05-19,3987.48,Office Supplies,WBMASON,USD,GL-7074,CC-97,mock_enterprise_spend.csv
2023-05-19,2042.63,SaaS,WORKDAY,USD,GL-3676,CC-10,mock_enterprise_spend.csv
2023-05-19,15305.26,Cloud Infrastructure,AWS,USD,GL-7361,CC-32,mock_enterprise_spend.csv
2023-05-19,44882.58,Marketing,MAILCHIMP,USD,GL-6619,CC-88,mock_enterprise_spend.csv
2023-05-19,2349.3,Marketing,LINKEDIN ADS,USD,GL-7686,CC-93,mock_enterprise_spend.csv
2023-05-20,20981.95,Legal,SKADDEN,USD,GL-6613,CC-91,mock_enterprise_spend.csv
2023-05-20,17622.79,Marketing,FACEBOOK ADS,USD,GL-3020,CC-28,mock_enterprise_spend.csv
2023-05-20,129681.49,Cloud Infrastructure,AZURE,USD,GL-9246,CC-21,mock_enterprise_spend.csv
2023-05-20,117377.43,Payroll,GUSTO,USD,GL-9287,CC-28,mock_enterprise_spend.csv
2023-05-20,10435.17,Legal,KIRKLAND & ELLIS,USD,GL-1664,CC-38,mock_enterprise_spend.csv
2023-05-21,28523.8,Legal,LATHAM & WATKINS,USD,GL-6359,CC-51,mock_enterprise_spend.csv
2023-05-21,13713.4,Legal,WILSON SONSINI,USD,GL-2264,CC-98,mock_enterprise_spend.csv
2023-05-21,1588.8,SaaS,GTLAB,USD,GL-6098,CC-77,mock_enterprise_spend.csv
2023-05-21,7471.41,Legal,KIRKLAND & ELLIS,USD,GL-7439,CC-87,mock_enterprise_spend.csv
2023-05-21,1504.24,SaaS,WORKDAY,USD,GL-2210,CC-74,mock_enterprise_spend.csv
2023-05-21,2101.64,Payroll,GUSTO,USD,GL-4741,CC-98,mock_enterprise_spend.csv
2023-05-21,8530.86,Marketing,HUBSPOT,USD,GL-2796,CC-97,mock_enterprise_spend.csv
2023-05-21,18097.79,Legal,KIRKLAND & ELLIS,USD,GL-3321,CC-97,mock_enterprise_spend.csv
2023-05-21,30436.61,Legal,KIRKLAND & ELLIS,USD,GL-5118,CC-48,mock_enterprise_spend.csv
2023-05-21,1162.05,Travel & Expenses,UBER,USD,GL-2970,CC-63,mock_enterprise_spend.csv
2023-05-21,11463.6,Marketing,FACEBOOK ADS,USD,GL-3073,CC-96,mock_enterprise_spend.csv
2023-05-21,131376.55,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-2517,CC-17,mock_enterprise_spend.csv
2023-05-21,7129.85,Cloud Infrastructure,AZURE,USD,GL-6261,CC-23,mock_enterprise_spend.csv
2023-05-21,20026.89,Payroll,GUSTO,USD,GL-2538,CC-22,mock_enterprise_spend.csv
2023-05-22,3220.21,Office Supplies,WBMASON,USD,GL-4676,CC-43,mock_enterprise_spend.csv
2023-05-22,215.99,Travel & Expenses,MARRIOTT,USD,GL-3888,CC-30,mock_enterprise_spend.csv
2023-05-22,3414.5,Office Supplies,STAPLES,USD,GL-3316,CC-23,mock_enterprise_spend.csv
2023-05-22,1226.31,Office Supplies,WBMASON,USD,GL-2275,CC-76,mock_enterprise_spend.csv
2023-05-22,7971.7,Payroll,GUSTO,USD,GL-3429,CC-36,mock_enterprise_spend.csv
2023-05-22,44733.64,Marketing,GOOGLE ADS,USD,GL-2989,CC-84,mock_enterprise_spend.csv
2023-05-23,2241.85,Office Supplies,WBMASON,USD,GL-3667,CC-98,mock_enterprise_spend.csv
2023-05-23,1502.1,Office Supplies,AMAZON BUSINESS,USD,GL-5575,CC-20,mock_enterprise_spend.csv
2023-05-23,337.51,Travel & Expenses,DELTA,USD,GL-9166,CC-67,mock_enterprise_spend.csv
2023-05-23,45005.35,Payroll,RIPPLING,USD,GL-8203,CC-64,mock_enterprise_spend.csv
2023-05-23,4860.32,Office Supplies,WBMASON,USD,GL-9227,CC-11,mock_enterprise_spend.csv
2023-05-23,2251.13,Payroll,PAYCHEX,USD,GL-7219,CC-29,mock_enterprise_spend.csv
2023-05-23,40209.53,Legal,KIRKLAND & ELLIS,USD,GL-2409,CC-84,mock_enterprise_spend.csv
2023-05-24,32766.53,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-8024,CC-33,mock_enterprise_spend.csv
2023-05-24,2731.72,Travel & Expenses,MARRIOTT,USD,GL-6314,CC-61,mock_enterprise_spend.csv
2023-05-24,3540.44,Travel & Expenses,DELTA,USD,GL-7225,CC-14,mock_enterprise_spend.csv
2023-05-24,917.75,Travel & Expenses,UBER,USD,GL-2789,CC-91,mock_enterprise_spend.csv
2023-05-24,474631.17,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-5038,CC-95,mock_enterprise_spend.csv
2023-05-24,4381.91,Travel & Expenses,UBER,USD,GL-9078,CC-38,mock_enterprise_spend.csv
2023-05-24,823.77,Logistics,RYDER,USD,GL-2961,CC-63,mock_enterprise_spend.csv
2023-05-24,34743.67,Legal,SKADDEN,USD,GL-3931,CC-29,mock_enterprise_spend.csv
2023-05-24,3980.37,Logistics,RYDER,USD,GL-9938,CC-41,mock_enterprise_spend.csv
2023-05-24,5365.43,SaaS,GTLAB,USD,GL-4522,CC-86,mock_enterprise_spend.csv
2023-05-24,21261.89,Payroll,GUSTO,USD,GL-1483,CC-93,mock_enterprise_spend.csv
2023-05-24,90950.67,Payroll,ADP,USD,GL-5622,CC-44,mock_enterprise_spend.csv
2023-05-25,22727.47,Payroll,PAYCHEX,USD,GL-5375,CC-69,mock_enterprise_spend.csv
2023-05-25,641.01,SaaS,NOTION,USD,GL-8652,CC-49,mock_enterprise_spend.csv
2023-05-25,22887.7,Professional Services,DELOITTE,USD,GL-5271,CC-35,mock_enterprise_spend.csv
2023-05-25,8541.1,Marketing,MAILCHIMP,USD,GL-3199,CC-69,mock_enterprise_spend.csv
2023-05-25,4215.17,Travel & Expenses,UBER,USD,GL-3523,CC-74,mock_enterprise_spend.csv
2023-05-26,4027.92,Payroll,GUSTO,USD,GL-2296,CC-32,mock_enterprise_spend.csv
2023-05-26,15004.48,Payroll,GUSTO,USD,GL-7729,CC-15,mock_enterprise_spend.csv
2023-05-26,27132.64,Professional Services,DELOITTE,USD,GL-5830,CC-82,mock_enterprise_spend.csv
2023-05-26,27557.06,Professional Services,MCKINSEY,USD,GL-9863,CC-81,mock_enterprise_spend.csv
2023-05-26,27223.86,Professional Services,SLALOM,USD,GL-2369,CC-44,mock_enterprise_spend.csv
2023-05-26,3071.84,SaaS,ASANA,USD,GL-9785,CC-33,mock_enterprise_spend.csv
2023-05-26,19111.86,Cloud Infrastructure,AWS,USD,GL-9419,CC-27,mock_enterprise_spend.csv
2023-05-27,4883.46,Office Supplies,AMAZON BUSINESS,USD,GL-1967,CC-98,mock_enterprise_spend.csv
2023-05-27,3529.94,Office Supplies,STAPLES,USD,GL-5767,CC-27,mock_enterprise_spend.csv
2023-05-27,5627.37,SaaS,DOCUSIGN,USD,GL-4077,CC-64,mock_enterprise_spend.csv
2023-05-27,269643.71,Payroll,ADP,USD,GL-7986,CC-41,mock_enterprise_spend.csv
2023-05-27,442.44,Office Supplies,AMAZON BUSINESS,USD,GL-8471,CC-32,mock_enterprise_spend.csv
2023-05-27,1785.08,Travel & Expenses,UBER,USD,GL-1979,CC-55,mock_enterprise_spend.csv
2023-05-27,4334.61,Travel & Expenses,LYFT,USD,GL-9014,CC-86,mock_enterprise_spend.csv
2023-05-28,250130.21,Cloud Infrastructure,AWS,USD,GL-8445,CC-16,mock_enterprise_spend.csv
2023-05-28,137826.56,Payroll,PAYCHEX,USD,GL-8140,CC-75,mock_enterprise_spend.csv
2023-05-28,224926.78,Payroll,ADP,USD,GL-9765,CC-22,mock_enterprise_spend.csv
2023-05-28,17097.35,Professional Services,ACCENTURE,USD,GL-8427,CC-46,mock_enterprise_spend.csv
2023-05-28,4247.81,Logistics,UPS,USD,GL-4675,CC-29,mock_enterprise_spend.csv
2023-05-28,753.58,Travel & Expenses,UNITED,USD,GL-5630,CC-15,mock_enterprise_spend.csv
2023-05-28,3352.09,Payroll,GUSTO,USD,GL-9473,CC-86,mock_enterprise_spend.csv
2023-05-29,802.52,Office Supplies,WBMASON,USD,GL-8292,CC-57,mock_enterprise_spend.csv
2023-05-29,2799.05,Office Supplies,WBMASON,USD,GL-4485,CC-84,mock_enterprise_spend.csv
2023-05-30,11568.08,Marketing,HUBSPOT,USD,GL-8391,CC-69,mock_enterprise_spend.csv
2023-05-30,2260.16,Payroll,RIPPLING,USD,GL-1560,CC-59,mock_enterprise_spend.csv
2023-05-30,3575.08,Logistics,RYDER,USD,GL-1704,CC-22,mock_enterprise_spend.csv
2023-05-30,3053.07,SaaS,SLACK,USD,GL-3255,CC-52,mock_enterprise_spend.csv
2023-05-30,30327.04,Cloud Infrastructure,AWS,USD,GL-8234,CC-57,mock_enterprise_spend.csv
2023-05-30,57567.86,Payroll,GUSTO,USD,GL-1602,CC-20,mock_enterprise_spend.csv
2023-05-30,4307.69,Travel & Expenses,UBER,USD,GL-8471,CC-62,mock_enterprise_spend.csv
2023-05-31,3188.81,Travel & Expenses,AMERICAN AIRLINES,USD,GL-5508,CC-60,mock_enterprise_spend.csv
2023-05-31,6627.0,Marketing,MAILCHIMP,USD,GL-3947,CC-50,mock_enterprise_spend.csv
2023-05-31,17120.05,Legal,WILSON SONSINI,USD,GL-7416,CC-34,mock_enterprise_spend.csv
2023-06-01,37839.43,Marketing,MAILCHIMP,USD,GL-2600,CC-14,mock_enterprise_spend.csv
2023-06-01,26646.15,Marketing,FACEBOOK ADS,USD,GL-4131,CC-96,mock_enterprise_spend.csv
2023-06-01,33459.28,Payroll,ADP,USD,GL-3155,CC-35,mock_enterprise_spend.csv
2023-06-01,23234.86,Professional Services,MCKINSEY,USD,GL-9970,CC-58,mock_enterprise_spend.csv
2023-06-01,3813.13,Office Supplies,STAPLES,USD,GL-2740,CC-66,mock_enterprise_spend.csv
2023-06-01,19095.54,Professional Services,MCKINSEY,USD,GL-4551,CC-44,mock_enterprise_spend.csv
2023-06-01,18973.12,Marketing,MAILCHIMP,USD,GL-3307,CC-82,mock_enterprise_spend.csv
2023-06-01,8428.16,Marketing,LINKEDIN ADS,USD,GL-8304,CC-37,mock_enterprise_spend.csv
2023-06-01,23847.3,Legal,SKADDEN,USD,GL-8107,CC-29,mock_enterprise_spend.csv
2023-06-01,4513.72,Office Supplies,WBMASON,USD,GL-2476,CC-91,mock_enterprise_spend.csv
2023-06-02,45503.2,Marketing,MARKETO,USD,GL-9786,CC-35,mock_enterprise_spend.csv
2023-06-02,2906.27,Payroll,GUSTO,USD,GL-8295,CC-72,mock_enterprise_spend.csv
2023-06-02,12611.05,Legal,LATHAM & WATKINS,USD,GL-3384,CC-92,mock_enterprise_spend.csv
2023-06-02,3464.78,SaaS,GTLAB,USD,GL-1836,CC-50,mock_enterprise_spend.csv
2023-06-02,22012.81,Legal,COOLEY,USD,GL-3323,CC-43,mock_enterprise_spend.csv
2023-06-02,4373.45,Travel & Expenses,AMERICAN AIRLINES,USD,GL-1602,CC-45,mock_enterprise_spend.csv
2023-06-02,3184.23,Office Supplies,OFFICE DEPOT,USD,GL-1326,CC-59,mock_enterprise_spend.csv
2023-06-02,8370.43,Marketing,GOOGLE ADS,USD,GL-9582,CC-59,mock_enterprise_spend.csv
2023-06-02,2123.9,Logistics,UPS,USD,GL-3307,CC-82,mock_enterprise_spend.csv
2023-06-02,10589.85,SaaS,SALESFORCE,USD,GL-3260,CC-44,mock_enterprise_spend.csv
2023-06-03,28146.46,Legal,SKADDEN,USD,GL-8989,CC-31,mock_enterprise_spend.csv
2023-06-03,8815.12,Marketing,LINKEDIN ADS,USD,GL-3875,CC-54,mock_enterprise_spend.csv
2023-06-03,3076.14,Office Supplies,WBMASON,USD,GL-3797,CC-22,mock_enterprise_spend.csv
2023-06-03,20104.62,Professional Services,PWC,USD,GL-9759,CC-61,mock_enterprise_spend.csv
2023-06-03,8762.61,Professional Services,ACCENTURE,USD,GL-2278,CC-19,mock_enterprise_spend.csv
2023-06-03,10672.32,Cloud Infrastructure,DATADOG,USD,GL-9856,CC-52,mock_enterprise_spend.csv
2023-06-04,6098.96,Cloud Infrastructure,AWS,USD,GL-6966,CC-46,mock_enterprise_spend.csv
2023-06-04,2620.96,Office Supplies,STAPLES,USD,GL-7604,CC-50,mock_enterprise_spend.csv
2023-06-04,969.6,Office Supplies,STAPLES,USD,GL-6260,CC-36,mock_enterprise_spend.csv
2023-06-04,2936.79,Travel & Expenses,UNITED,USD,GL-8285,CC-99,mock_enterprise_spend.csv
2023-06-04,7936.73,Cloud Infrastructure,SNOWFLAKE,USD,GL-1194,CC-95,mock_enterprise_spend.csv
2023-06-04,44087.18,Marketing,GOOGLE ADS,USD,GL-8881,CC-34,mock_enterprise_spend.csv
2023-06-04,54512.28,Payroll,ADP,USD,GL-6091,CC-50,mock_enterprise_spend.csv
2023-06-04,5257.0,Payroll,ADP,USD,GL-9378,CC-42,mock_enterprise_spend.csv
2023-06-05,1190.56,Travel & Expenses,HILTON,USD,GL-4127,CC-19,mock_enterprise_spend.csv
2023-06-05,336.32,Travel & Expenses,UNITED,USD,GL-2468,CC-50,mock_enterprise_spend.csv
2023-06-05,47022.61,Payroll,GUSTO,USD,GL-4507,CC-62,mock_enterprise_spend.csv
2023-06-05,628.98,SaaS,ZENDESK,USD,GL-2015,CC-66,mock_enterprise_spend.csv
2023-06-06,588706.74,Payroll,GUSTO,USD,GL-3578,CC-56,mock_enterprise_spend.csv
2023-06-06,25709.26,Professional Services,SLALOM,USD,GL-4084,CC-44,mock_enterprise_spend.csv
2023-06-06,9776.5,Payroll,PAYCHEX,USD,GL-6651,CC-98,mock_enterprise_spend.csv
2023-06-06,19510.0,Cloud Infrastructure,SNOWFLAKE,USD,GL-4765,CC-22,mock_enterprise_spend.csv
2023-06-06,1743.3,Travel & Expenses,HILTON,USD,GL-2901,CC-19,mock_enterprise_spend.csv
2023-06-06,57672.24,Cloud Infrastructure,SNOWFLAKE,USD,GL-8867,CC-47,mock_enterprise_spend.csv
2023-06-06,26230.66,Professional Services,PWC,USD,GL-9810,CC-16,mock_enterprise_spend.csv
2023-06-06,30425.33,Marketing,GOOGLE ADS,USD,GL-8633,CC-24,mock_enterprise_spend.csv
2023-06-06,3334.33,Travel & Expenses,HILTON,USD,GL-8133,CC-21,mock_enterprise_spend.csv
2023-06-06,14266.49,Marketing,GOOGLE ADS,USD,GL-5663,CC-54,mock_enterprise_spend.csv
2023-06-06,2318.59,Office Supplies,OFFICE DEPOT,USD,GL-5669,CC-94,mock_enterprise_spend.csv
2023-06-06,943.84,Payroll,GUSTO,USD,GL-6486,CC-72,mock_enterprise_spend.csv
2023-06-07,1419.41,SaaS,SLACK,USD,GL-3317,CC-54,mock_enterprise_spend.csv
2023-06-07,1998.5,Office Supplies,STAPLES,USD,GL-8758,CC-94,mock_enterprise_spend.csv
2023-06-07,3627.4,Office Supplies,STAPLES,USD,GL-5754,CC-30,mock_enterprise_spend.csv
2023-06-07,4580.5,SaaS,DOCUSIGN,USD,GL-2857,CC-22,mock_enterprise_spend.csv
2023-06-07,56409.9,Professional Services,MCKINSEY,USD,GL-1721,CC-48,mock_enterprise_spend.csv
2023-06-07,7955.47,Legal,LATHAM & WATKINS,USD,GL-3512,CC-58,mock_enterprise_spend.csv
2023-06-07,27938.3,Professional Services,MCKINSEY,USD,GL-9520,CC-99,mock_enterprise_spend.csv
2023-06-07,4095.62,Office Supplies,AMAZON BUSINESS,USD,GL-5412,CC-17,mock_enterprise_spend.csv
2023-06-08,2141.61,Logistics,MAERSK,USD,GL-6499,CC-67,mock_enterprise_spend.csv
2023-06-08,7248.86,SaaS,NOTION,USD,GL-2109,CC-71,mock_enterprise_spend.csv
2023-06-08,58495.46,Cloud Infrastructure,AWS,USD,GL-6589,CC-89,mock_enterprise_spend.csv
2023-06-08,37330.97,Legal,COOLEY,USD,GL-9595,CC-36,mock_enterprise_spend.csv
2023-06-08,38008.25,Marketing,GOOGLE ADS,USD,GL-6333,CC-96,mock_enterprise_spend.csv
2023-06-08,29682.36,Marketing,LINKEDIN ADS,USD,GL-7042,CC-11,mock_enterprise_spend.csv
2023-06-08,27735.22,Marketing,MARKETO,USD,GL-4912,CC-51,mock_enterprise_spend.csv
2023-06-09,2456.56,Office Supplies,STAPLES,USD,GL-1998,CC-49,mock_enterprise_spend.csv
2023-06-09,20730.81,Legal,SKADDEN,USD,GL-7920,CC-11,mock_enterprise_spend.csv
2023-06-09,3229.51,Office Supplies,STAPLES,USD,GL-5940,CC-89,mock_enterprise_spend.csv
2023-06-09,362.98,SaaS,HUBSPOT,USD,GL-9329,CC-15,mock_enterprise_spend.csv
2023-06-09,25557.22,Legal,KIRKLAND & ELLIS,USD,GL-8046,CC-28,mock_enterprise_spend.csv
2023-06-10,44052.87,Marketing,HUBSPOT,USD,GL-4673,CC-92,mock_enterprise_spend.csv
2023-06-10,1963.82,Payroll,DEEL,USD,GL-2634,CC-55,mock_enterprise_spend.csv
2023-06-10,1753.08,SaaS,DOCUSIGN,USD,GL-9399,CC-35,mock_enterprise_spend.csv
2023-06-11,510.86,Logistics,UPS,USD,GL-1089,CC-10,mock_enterprise_spend.csv
2023-06-11,18055.85,Cloud Infrastructure,AZURE,USD,GL-5498,CC-46,mock_enterprise_spend.csv
2023-06-11,371.03,Logistics,DHL,USD,GL-2702,CC-44,mock_enterprise_spend.csv
2023-06-11,27896.11,Professional Services,KPMG,USD,GL-2591,CC-22,mock_enterprise_spend.csv
2023-06-11,9100.57,Payroll,RIPPLING,USD,GL-5411,CC-60,mock_enterprise_spend.csv
2023-06-11,3929.61,Travel & Expenses,UNITED,USD,GL-2153,CC-53,mock_enterprise_spend.csv
2023-06-11,11409.21,Professional Services,MCKINSEY,USD,GL-4713,CC-64,mock_enterprise_spend.csv
2023-06-11,671.47,Logistics,FEDEX,USD,GL-2991,CC-72,mock_enterprise_spend.csv
2023-06-11,24242.04,SaaS,SLACK,USD,GL-2448,CC-84,mock_enterprise_spend.csv
2023-06-11,22320.08,Cloud Infrastructure,AWS,USD,GL-9321,CC-90,mock_enterprise_spend.csv
2023-06-11,391.73,Office Supplies,WBMASON,USD,GL-1770,CC-62,mock_enterprise_spend.csv
2023-06-11,19252.45,Professional Services,SLALOM,USD,GL-5444,CC-16,mock_enterprise_spend.csv
2023-06-11,1174.98,Travel & Expenses,DELTA,USD,GL-4058,CC-35,mock_enterprise_spend.csv
2023-06-12,1555.27,Office Supplies,AMAZON BUSINESS,USD,GL-3195,CC-75,mock_enterprise_spend.csv
2023-06-12,14759.29,Cloud Infrastructure,DATADOG,USD,GL-1076,CC-69,mock_enterprise_spend.csv
2023-06-12,34168.24,Legal,LATHAM & WATKINS,USD,GL-7102,CC-78,mock_enterprise_spend.csv
2023-06-12,179698.04,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-8160,CC-33,mock_enterprise_spend.csv
2023-06-12,1515.63,SaaS,ASANA,USD,GL-4613,CC-18,mock_enterprise_spend.csv
2023-06-12,10306.87,Marketing,GOOGLE ADS,USD,GL-9022,CC-76,mock_enterprise_spend.csv
2023-06-13,32579.52,Legal,KIRKLAND & ELLIS,USD,GL-4291,CC-36,mock_enterprise_spend.csv
2023-06-13,4603.53,Payroll,ADP,USD,GL-7548,CC-94,mock_enterprise_spend.csv
2023-06-13,1692.06,SaaS,ASANA,USD,GL-8844,CC-71,mock_enterprise_spend.csv
2023-06-13,584.28,Payroll,DEEL,USD,GL-6224,CC-94,mock_enterprise_spend.csv
2023-06-13,17046.56,Legal,KIRKLAND & ELLIS,USD,GL-7390,CC-42,mock_enterprise_spend.csv
2023-06-13,1971.42,Travel & Expenses,DELTA,USD,GL-3554,CC-89,mock_enterprise_spend.csv
2023-06-13,40466.07,Marketing,HUBSPOT,USD,GL-3578,CC-86,mock_enterprise_spend.csv
2023-06-13,3053.32,Travel & Expenses,DELTA,USD,GL-2072,CC-53,mock_enterprise_spend.csv
2023-06-13,5683.8,SaaS,SLACK,USD,GL-5919,CC-74,mock_enterprise_spend.csv
2023-06-13,20576.63,Professional Services,EY,USD,GL-1747,CC-74,mock_enterprise_spend.csv
2023-06-14,3149.79,Logistics,MAERSK,USD,GL-7926,CC-74,mock_enterprise_spend.csv
2023-06-14,46640.03,Cloud Infrastructure,SNOWFLAKE,USD,GL-1145,CC-79,mock_enterprise_spend.csv
2023-06-14,53042.9,Payroll,RIPPLING,USD,GL-8940,CC-41,mock_enterprise_spend.csv
2023-06-14,27310.01,Cloud Infrastructure,AZURE,USD,GL-3321,CC-94,mock_enterprise_spend.csv
2023-06-15,2201.25,Travel & Expenses,LYFT,USD,GL-1890,CC-20,mock_enterprise_spend.csv
2023-06-15,4078.29,Office Supplies,WBMASON,USD,GL-5684,CC-69,mock_enterprise_spend.csv
2023-06-15,6162.88,Marketing,MARKETO,USD,GL-6957,CC-54,mock_enterprise_spend.csv
2023-06-15,19259.78,SaaS,SALESFORCE,USD,GL-7296,CC-61,mock_enterprise_spend.csv
